2	0.02605180
1	0.04849582
2	0.14240468
1	0.20893464
1	0.23009018
2	0.23036180
1	0.33232612
1	0.62746536
2	0.66261820
2	0.70313856
1	0.71719762
2	0.82830354
2	0.85537072
2	0.89186488
2	0.96624742
1	0.97331396
2	1.03382122
2	1.11493314
1	1.19792760
2	1.54496054
2	1.55833080
1	1.62976216
1	1.63782626
1	1.65542980
2	1.73004584
2	1.79433784
2	1.86721604
2	1.95589334
1	2.08310488
2	2.08389286
2	2.17428622
2	2.25798422
2	2.44415624
2	2.58034154
2	2.80336866
1	2.82405130
2	2.86198092
2	2.93605682
2	2.93849746
1	3.01110094
2	3.04643936
2	3.05957786
2	3.13316730
1	3.22610346
1	3.37137902
2	3.38331524
1	3.43215764
1	3.46429064
2	3.49903074
2	3.61084816
1	3.64542718
1	3.69456136
1	3.78942610
2	3.88755900
2	3.94593390
2	3.98101290
2	4.05062688
2	4.16071914
1	4.18243282
2	4.21644718
2	4.33491784
2	4.38407222
2	4.38491854
2	4.43243596
1	4.47069544
1	4.48589312
2	4.55141958
2	4.60503324
2	4.61164852
1	4.66351308
2	4.70020840
1	4.74516760
2	4.88337034
1	4.94184074
2	4.95255344
1	5.13545134
2	5.22729864
2	5.23076812
1	5.29328946
1	5.42622134
2	5.47528060
2	5.54953534
2	5.71237996
1	5.83861676
1	5.87349048
1	6.04222154
2	6.12885406
1	6.29725560
1	6.40154878
2	6.45313346
2	6.54510196
1	6.74574832
2	6.77785788
2	6.82364722
1	6.92403886
1	7.00998392
1	7.01053704
1	7.02869524
1	7.02882754
2	7.04836778
2	7.11005166
1	7.14381476
2	7.15534674
2	7.16510138
1	7.21896560
1	7.27927490
2	7.27949492
2	7.27949542
2	7.51632524
1	7.52762102
2	7.57225306
1	7.58876382
1	7.63724966
2	7.66030162
2	7.66310910
2	7.68566754
2	7.69371208
1	7.78003464
1	7.81699572
1	7.90929002
1	7.93979504
1	7.99746770
2	8.01136706
2	8.01592294
1	8.06676128
2	8.07226724
1	8.09408262
1	8.15702980
2	8.17174300
1	8.18680472
2	8.30620680
1	8.37348090
2	8.41118812
2	8.43214142
2	8.58443856
2	8.59822908
2	8.64626484
2	8.64986064
1	8.64997844
1	8.69807964
2	8.73774764
1	8.81975952
2	8.82970952
2	8.86951504
1	8.92754592
1	9.00251950
1	9.00951640
2	9.05014982
1	9.22561716
1	9.25112840
2	9.41079356
2	9.50417486
2	9.54198048
1	9.56631034
2	9.56939502
1	9.62288170
1	9.65039504
2	9.67500272
2	9.69278728
2	9.73622768
1	9.90695270
2	9.98114132
1	10.05296556
1	10.37121298
2	10.41064818
