2	0.1769304800000
2	0.22320872
2	0.22630624
2	0.25667788
1	0.28758
1	0.29123172
2	0.30598398
1	0.35012162
2	0.5106859
2	0.56916542
2	0.66655846
2	0.71268704
1	0.72310758
1	0.81153598
2	0.94492206
1	1.07187236
2	1.15832634
1	1.19078828
2	1.28796882
1	1.29760272
2	1.4678831
2	1.47587648
2	1.54183114
1	1.56827022
1	1.74901274
2	1.79369274
2	1.85587144
1	1.9496214
2	1.96520184
1	1.9890237
2	1.99141602
2	2.0293465
2	2.28864408
2	2.40262446
1	2.41087174
1	2.47443226
1	2.63957756
1	2.71408878
1	2.77701748
1	2.78500704
1	2.81167248
1	3.01440626
2	3.04781774
1	3.0976407
1	3.1197214
2	3.19724672
2	3.23361394
2	3.27285876
1	3.32656206
2	3.46541902
2	3.48283708
2	3.58023326
1	3.65712918
2	3.66316434
2	3.7397479
2	3.77392028
2	3.7889202
2	3.87476438
2	3.9377452
1	3.938869
2	3.95388946
1	3.9649649
2	4.04166488
1	4.07096738
2	4.27484434
1	4.29595296
2	4.34007876
1	4.40038762
1	4.41674858
1	4.41676986
2	4.4685413
1	4.53546834
2	4.53930224
1	4.57871588
1	4.62052918
2	4.6774215
2	4.73104962
2	4.74625644
1	4.79981148
2	4.85160946
1	4.95520454
2	5.1409687
1	5.24243594
2	5.33279854
2	5.36699054
1	5.44197638
1	5.45558698
1	5.47153286
2	5.55484168
2	5.6635291
1	5.6909827
2	5.70558904
1	5.80087378
1	5.92264076
1	6.03507016
2	6.09177916
2	6.25977826
1	6.36785072
1	6.48865448
1	6.62026172
2	6.65161052
1	6.66801082
2	6.70460476
1	6.79061688
1	6.79923018
2	6.86811048
2	6.93899022
2	7.17088676
1	7.22285862
1	7.26436808
2	7.3097018
2	7.37438994
2	7.5711123
2	7.57922464
1	7.65555414
2	7.76849316
2	7.80439346
1	7.87428082
1	7.92462946
2	8.06975152
1	8.1051632
2	8.1361244
1	8.17548236
2	8.21449902
2	8.24211554
1	8.36337714
1	8.45531128
2	8.50212862
2	8.705616
2	8.77871804
2	8.7887038
1	8.90459272
2	8.97256792
2	9.02149762
1	9.05801268
1	9.18031038
1	9.27452178
2	9.48640062
1	9.56927258
1	9.57432478
2	9.7809084
2	9.90593504
1	9.91380486
2	9.96263362
2	10.15887064
1	10.24737486
1	10.25638086
1	10.42790236
2	10.43226014
2	10.49761734
2	10.53667448
2	10.55382956
1	10.64356754
1	10.68000246
1	10.73374178
2	10.88243402
1	10.98075112
1	11.069546
1	11.13694396
1	11.14665968
1	11.43865192
1	11.47136804
1	11.50130664
2	11.50332818
1	11.57034436
1	11.6416442
1	11.66685508
2	11.73714282
2	11.75383654
2	11.8072906
1	11.83770154
2	11.88136878
1	11.90827512
2	11.91506656
2	12.03943696
