1	0.10978040
1	0.14809688
1	0.28381472
2	0.34293200
2	0.34383148
2	0.38566416
2	0.45923102
2	0.65909952
2	0.93691418
1	1.07610450
2	1.11406654
1	1.15552624
1	1.22704832
2	1.23966560
2	1.25845746
2	1.26629240
2	1.27790110
1	1.34188164
2	1.50490364
2	1.57759534
1	1.59540522
2	1.63399448
2	1.65437886
1	1.70004486
2	1.86177572
1	1.92083930
2	1.93620758
1	1.97269916
2	2.03980996
2	2.08787728
2	2.20730046
1	2.26691520
1	2.27745572
2	2.39768334
1	2.46296350
1	2.56647780
1	2.66795478
1	2.72544254
1	2.73026650
1	2.75926602
1	2.77224972
2	2.81063930
2	2.92480036
1	3.02186192
1	3.10660440
1	3.37300448
2	3.39679884
1	3.47668286
2	3.48934138
2	3.53920934
1	3.60450886
2	3.60693026
1	3.60880276
1	3.62530970
2	3.65734186
2	3.67319396
2	3.70566776
1	3.71664582
1	3.75195348
1	3.80318462
1	3.91937238
1	4.07676428
2	4.10980814
2	4.12723684
2	4.42583626
1	4.54777634
1	4.55627504
1	4.73143328
1	4.79818004
2	4.93393382
2	5.03130266
2	5.09016200
1	5.13521830
2	5.34218388
2	5.45189328
2	5.54717278
2	5.59483838
2	5.62711048
2	5.64215172
1	5.66195750
1	5.70589896
2	5.78791932
2	5.80775132
1	5.83164976
1	5.89104044
2	5.97193628
2	6.12383842
2	6.26103758
1	6.33320326
1	6.41411080
1	6.41856642
2	6.52730674
2	6.65996736
2	6.69713448
2	6.78448328
2	6.85635400
2	6.89466446
1	6.97899584
2	7.10001144
1	7.11085608
1	7.11123842
2	7.17477998
1	7.18802972
1	7.22719772
1	7.23866606
1	7.29218866
2	7.29624744
1	7.30377224
2	7.31075482
1	7.39486370
1	7.55652678
2	7.59140512
2	7.63167290
1	7.74061588
1	7.77879476
1	7.78433176
1	7.82143012
2	7.84786124
2	7.94680566
1	8.08588958
2	8.48255110
1	8.51092210
2	8.56259462
2	8.75155668
2	8.79115162
2	8.82696608
1	8.90625518
2	8.93616516
2	8.98474002
2	9.18904296
2	9.25145904
1	9.30447122
2	9.31100656
2	9.32620278
2	9.33067098
1	9.34822934
2	9.38001334
2	9.42403762
1	9.57481386
2	9.59875936
2	9.81419690
2	10.07300236
1	10.10040522
2	10.18930318
1	10.31729970
2	10.54584952
1	10.88491886
2	10.96129458
2	11.11809348
1	11.13660338
2	11.23192800
1	11.24407390
2	11.28697760
